,oos,trf_avg,atc,latency,perfect_order,retention,GMV_cur
8095,1,4366,92,0.62,1,0,3291.0
8096,1,1174,53,1.62,0,1,989.7
8097,1,4860,25,2.81,1,1,2743.39
8098,1,691,41,4.94,0,0,640.96
8099,0,3078,3,3.99,0,1,1350.75
8100,0,4082,77,1.96,0,0,2846.3
8101,0,2510,95,2.92,1,1,2223.48
8102,0,947,13,3.15,1,0,828.63
8103,1,593,18,4.13,0,1,317.06
8104,0,645,37,3.71,1,0,1024.37
8105,0,2386,43,2.89,0,0,1663.49
8106,0,2797,34,3.38,0,1,1769.69
8107,0,3937,81,3.75,0,1,2717.99
8108,1,1640,55,0.75,0,1,1405.96
8109,0,983,52,1.08,0,1,1065.91
8110,1,4056,85,3.47,1,1,2764.92
8111,0,3194,36,4.27,0,0,1784.51
8112,1,2465,54,2.11,1,0,1787.27
8113,1,3447,59,4.9,1,1,2287.72
8114,0,3171,52,1.16,1,0,2256.61
8115,0,3775,19,2.14,0,0,2086.35
8116,0,4815,12,1.95,1,1,2805.98
8117,0,1052,92,4.66,1,0,1613.4
8118,1,3400,11,1.5,1,1,2054.09
8119,1,3835,48,2.41,1,0,2393.67
8120,0,3279,92,1.02,0,0,2488.73
8121,0,3063,99,2.65,1,1,2642.46
8122,1,4127,79,4.3,1,0,2850.76
8123,0,3347,16,1.59,0,1,1689.44
8124,1,4515,71,4.07,1,0,3075.12
8125,0,3457,47,4.57,1,0,2236.78
8126,1,4948,67,0.46,1,0,3365.48
8127,1,2804,31,3.81,1,1,1663.56
8128,1,1137,76,1.35,1,1,1537.86
8129,1,170,8,0.96,0,0,117.29
8130,1,2974,89,3.05,1,1,2487.51
8131,0,205,61,3.56,1,1,865.69
8132,1,869,44,2.03,0,1,775.78
8133,0,2109,50,0.29,1,0,1742.32
8134,1,3040,35,4.55,1,1,1901.98
8135,1,2292,76,3.68,1,1,2012.3
8136,0,3595,61,1.43,0,1,2434.07
8137,0,4411,85,2.53,1,1,3159.65
8138,0,4455,90,0.24,1,1,3461.52
8139,0,1033,55,1.76,1,1,1194.68
8140,1,674,66,2.66,1,1,1023.57
8141,0,4030,14,2.63,1,1,2287.26
8142,1,4480,4,1.12,0,1,2131.02
8143,0,4187,17,3.91,1,1,2431.93
8144,0,2631,69,1.56,0,0,1960.17
8145,1,2519,24,2.94,1,0,1664.06
8146,1,169,49,1.43,1,0,689.82
8147,0,4574,55,2.18,1,0,2984.04
8148,1,1402,71,1.12,0,0,1297.79
8149,1,3914,23,3.2,0,1,2155.68
8150,1,2449,81,2.19,1,1,2116.37
8151,1,354,12,0.18,1,1,469.85
8152,1,1807,11,0.24,0,1,1063.31
8153,1,4887,75,2.41,0,0,3086.51
8154,1,933,98,1.0,0,0,1366.52
8155,1,2864,29,2.97,1,1,1789.57
8156,0,2571,62,2.1,0,1,1882.5
8157,1,3842,53,3.31,0,0,2415.49
8158,0,2135,48,4.77,0,1,1529.83
8159,1,2067,91,2.69,0,1,1888.83
8160,1,199,86,3.96,1,0,1151.29
8161,1,1952,66,3.79,0,1,1518.47
8162,1,3283,48,4.62,0,1,2119.56
8163,0,2455,94,1.15,1,1,2449.49
8164,0,211,59,4.15,0,0,547.13
8165,1,3258,71,4.54,1,0,2476.94
8166,0,282,57,2.02,0,0,484.95
8167,1,3952,76,1.64,1,0,2973.42
8168,1,264,3,4.76,0,0,9.67
8169,0,2237,81,3.18,1,0,1987.2
8170,0,2123,32,1.97,1,0,1367.35
8171,1,554,8,3.98,1,1,413.88
8172,1,2385,87,1.59,1,0,2302.24
8173,0,4922,30,0.96,1,1,2966.07
8174,1,641,15,2.77,1,0,525.49
8175,0,2765,74,2.87,0,1,2046.1
8176,1,2549,55,4.15,1,1,2024.49
8177,1,4033,38,2.34,1,0,2569.58
8178,0,2986,15,4.09,1,1,1757.04
8179,0,4714,30,1.63,1,0,2917.85
8180,0,4392,46,2.92,0,1,2676.94
8181,1,4004,64,1.12,1,1,2680.7
8182,1,1788,26,1.99,0,1,1029.58
8183,1,1737,78,4.3,1,0,1854.44
8184,1,4828,67,1.16,0,1,3078.42
8185,0,4770,36,4.07,0,1,2840.85
8186,1,4182,90,1.49,0,0,2971.11
8187,1,1990,78,0.27,1,0,1848.6
8188,1,3305,31,0.64,0,1,1897.61
8189,0,577,78,3.75,1,0,1272.24
8190,1,2466,40,1.38,1,0,1754.52
8191,1,2626,74,3.31,1,0,2142.86
8192,0,466,73,3.53,0,0,1095.9
8193,1,1936,46,1.79,0,1,1318.49
8194,1,1815,42,2.43,1,0,1461.09
8195,0,112,18,2.08,0,1,220.44
8196,1,635,36,4.74,1,0,824.01
8197,1,3339,76,1.67,0,0,2372.17
8198,1,2417,50,1.0,1,0,1851.45
8199,0,4142,61,1.89,1,1,3044.75
8200,1,475,40,3.38,0,1,509.66
8201,1,1824,3,3.52,0,1,894.92
8202,0,356,82,4.63,1,1,976.69
8203,0,2364,7,4.42,0,0,1163.82
8204,1,549,31,1.51,0,1,494.67
8205,1,993,65,2.33,0,0,1042.69
8206,1,3312,95,3.76,0,1,2308.73
8207,1,1284,64,4.59,0,0,1104.75
8208,0,3323,77,1.75,1,1,2509.65
8209,1,1408,93,2.28,0,0,1647.05
8210,0,4805,3,4.51,0,0,2255.8
8211,0,1016,93,1.86,0,1,1463.61
8212,1,247,35,2.45,0,1,442.04
8213,1,4851,15,4.53,1,0,2575.33
8214,0,2214,21,4.03,0,0,1151.36
8215,0,4116,62,1.29,1,1,2823.96
8216,1,4040,83,1.69,0,0,2726.39
8217,0,4171,28,1.83,1,1,2430.57
8218,1,2895,4,4.57,0,0,1316.52
8219,1,542,13,4.99,0,1,282.4
8220,0,3044,79,3.89,0,1,2115.11
8221,0,4036,51,2.47,0,1,2459.08
8222,1,498,48,0.15,1,0,823.49
8223,0,1251,39,3.52,0,1,954.44
8224,1,3892,96,2.01,1,1,3204.26
8225,1,3095,67,3.2,1,1,2151.97
8226,1,2316,94,3.07,0,1,1975.99
8227,0,1807,58,2.46,1,1,1662.25
8228,1,3431,84,4.73,1,0,2559.91
8229,1,2087,2,0.21,0,0,1046.09
8230,1,4702,25,3.59,0,0,2333.26
8231,1,2668,11,2.11,0,1,1316.79
8232,1,260,1,3.6,0,0,-248.81
8233,1,4535,48,3.41,0,1,2605.02
8234,1,4004,48,0.15,0,0,2305.77
8235,1,3673,10,1.5,0,0,1887.82
8236,1,3277,81,1.03,1,0,2719.31
8237,1,1925,30,0.92,1,0,1421.67
8238,1,4024,35,3.67,0,1,2231.17
8239,0,1723,19,1.27,1,0,1174.09
8240,1,1276,53,2.43,1,0,1241.41
8241,1,3820,34,1.31,1,1,2347.3
8242,1,4980,32,2.94,0,0,2702.81
8243,0,3320,76,3.63,1,0,2595.1
8244,1,3359,81,1.72,0,1,2328.3
8245,0,230,6,3.05,1,0,428.74
8246,1,3662,13,4.14,0,0,1806.72
8247,1,1599,86,0.56,1,1,1799.73
8248,0,2888,75,3.58,1,1,2451.0
8249,1,4976,64,1.68,0,0,2831.54
8250,0,3808,7,0.7,1,0,1905.45
8251,0,1807,45,2.77,0,0,1337.05
8252,1,1869,45,1.21,0,1,1311.15
8253,1,1418,85,4.12,0,1,1575.18
8254,1,3479,65,0.31,1,0,2420.79
8255,1,2873,94,0.58,1,1,2563.46
8256,0,3090,19,2.65,0,1,1646.02
8257,0,3144,47,2.99,0,0,2077.01
8258,1,475,46,3.68,0,1,355.37
8259,0,3136,29,1.37,1,1,2004.14
8260,0,760,99,4.22,1,1,1558.41
8261,1,1503,84,4.77,0,1,1366.66
8262,0,840,61,2.55,1,0,1173.54
8263,0,403,65,3.83,1,1,979.88
8264,1,1185,23,2.67,0,0,752.73
8265,0,4981,95,0.44,0,0,3322.77
8266,1,3279,51,1.7,1,0,2217.03
8267,0,1310,63,0.53,0,0,1323.87
8268,1,3134,99,4.95,0,1,2482.42
8269,0,328,22,1.22,1,0,576.85
8270,0,3219,71,3.22,0,0,2220.78
8271,1,1954,33,1.49,0,1,1236.59
8272,1,367,44,3.3,1,1,791.77
8273,1,2874,7,1.13,0,1,1454.56
8274,1,2949,91,3.95,1,0,2337.45
8275,0,4449,2,0.64,0,0,2119.3
8276,0,2234,17,4.49,1,1,1400.86
8277,0,3559,65,4.22,1,1,2379.2
8278,1,2369,58,3.43,0,0,1725.14
8279,0,1089,30,0.43,0,1,743.11
8280,0,4592,86,1.12,0,1,3017.98
8281,1,1037,92,4.31,1,0,1671.09
8282,1,539,97,0.7,1,1,1324.37
8283,0,2458,26,0.86,0,1,1500.14
8284,1,2107,35,2.77,0,1,1357.97
8285,0,3445,63,1.44,1,1,2668.87
8286,0,4230,75,1.19,0,1,2781.91
8287,1,4916,71,2.92,1,1,3277.32
8288,0,3843,28,1.93,0,0,2150.97
8289,1,618,25,0.79,0,0,733.03
8290,1,368,61,2.72,0,1,487.37
8291,0,4833,31,2.0,1,0,2870.45
8292,0,4285,54,3.7,0,1,2606.76
8293,0,1488,67,0.6,1,0,1590.91
8294,1,1794,97,3.14,1,1,1809.73
8295,0,3373,51,2.24,0,0,1966.26
8296,1,1489,58,2.09,0,1,1078.61
8297,1,3965,34,1.24,1,1,2533.95
8298,0,3129,59,0.25,0,1,2147.81
8299,1,2435,21,4.25,0,0,1116.58
8300,0,3774,56,1.7,1,0,2756.18
8301,0,4676,37,3.44,0,0,2835.53
8302,0,600,64,4.74,1,1,1075.32
8303,0,1761,19,2.87,1,0,1255.81
8304,0,2199,85,2.05,1,0,2117.39
8305,0,202,78,1.41,1,1,990.09
8306,0,2846,74,4.68,1,1,2086.37
8307,1,3376,53,3.44,0,0,1990.94
8308,0,3185,71,3.36,1,1,2429.87
8309,1,3637,93,2.19,1,0,2912.25
8310,1,1427,63,4.24,0,1,1185.5
8311,1,2574,62,3.6,1,1,1975.51
8312,0,1779,72,1.49,1,0,1784.11
8313,1,3846,77,3.04,0,1,2592.8
8314,1,2662,19,2.21,0,1,1368.11
8315,0,4263,75,0.13,0,1,2920.2
8316,0,3417,2,4.06,1,1,1736.07
8317,1,2536,6,0.7,1,1,1494.65
8318,0,407,29,2.6,1,1,489.67
8319,0,4096,41,1.75,0,1,2303.61
8320,0,1189,51,1.78,1,1,1197.15
8321,0,4655,5,2.44,1,1,2548.15
8322,1,2494,41,4.99,1,1,1730.78
8323,0,4104,62,2.1,0,1,2544.93
8324,0,766,30,0.99,0,1,521.33
8325,0,4263,62,3.11,0,0,2809.9
8326,1,2334,27,1.26,0,1,1368.47
8327,1,1336,50,0.62,1,1,1291.88
8328,0,1723,82,0.35,1,1,1910.91
8329,0,1474,52,0.21,1,0,1357.4
8330,1,3411,49,2.21,0,0,2208.39
8331,0,276,62,2.19,1,0,971.8
8332,0,1453,60,1.01,1,0,1477.96
8333,1,3028,80,3.94,1,1,2378.98
8334,0,725,54,0.73,1,1,1063.93
8335,0,2754,5,4.59,0,1,1468.52
8336,1,3708,9,2.98,1,0,2077.53
8337,1,3815,34,0.24,0,1,2246.94
8338,0,4374,98,4.82,1,0,3277.52
8339,1,494,36,1.61,0,0,524.78
8340,0,1268,95,2.3,0,0,1725.91
8341,0,297,20,1.49,0,1,282.43
8342,0,1068,81,3.67,1,1,1492.53
8343,1,4008,84,2.48,0,1,2950.54
8344,1,3255,92,0.75,0,1,2615.2
8345,0,4864,85,0.61,1,0,3507.73
8346,0,2604,83,3.65,1,1,2108.02
8347,1,1376,63,1.26,1,1,1659.68
8348,1,4267,67,0.78,1,1,2913.85
8349,1,4418,30,2.55,0,0,2416.39
8350,0,1369,69,4.03,0,0,1397.08
8351,1,1464,70,1.47,1,1,1532.0
8352,1,1023,3,1.45,0,1,483.77
8353,0,570,49,4.19,0,0,697.65
8354,0,3116,42,0.82,0,0,1925.24
8355,0,2154,24,3.12,0,1,1289.73
8356,1,4383,44,4.78,0,0,2422.49
8357,0,2151,1,4.22,1,0,1087.46
8358,0,3054,54,0.4,1,0,2313.08
8359,0,1248,52,1.67,1,0,1435.77
8360,0,3186,36,0.8,1,0,2062.75
8361,1,1059,79,4.75,1,0,1321.83
8362,0,729,38,4.93,1,0,846.38
8363,1,874,44,1.25,1,1,1002.59
8364,1,459,82,3.38,0,0,734.68
8365,1,617,87,4.22,1,1,1201.7
8366,0,1443,47,1.25,0,1,1346.02
8367,1,2069,29,1.02,0,1,1393.84
8368,0,3327,51,0.15,0,1,2340.93
8369,0,2999,41,2.12,0,1,1928.86
8370,0,1034,86,4.51,0,1,1233.61
8371,1,2086,64,4.52,1,0,1768.24
8372,0,476,88,0.73,0,0,1163.24
8373,0,3660,48,1.1,1,1,2455.08
8374,0,1874,77,2.1,1,1,1692.55
8375,1,1605,97,3.93,1,0,1934.45
8376,1,2754,22,3.1,0,0,1440.14
8377,1,1110,99,2.62,0,1,1505.24
8378,0,3577,17,3.0,1,1,1940.39
8379,1,1330,86,0.57,1,1,1599.44
8380,0,1277,5,2.44,1,0,878.49
8381,0,3957,61,4.96,1,0,2752.4
8382,1,2195,89,0.53,1,0,2201.76
8383,0,1772,6,2.64,0,1,886.31
8384,1,2028,53,1.55,1,0,1682.28
8385,0,3939,81,2.75,1,1,2963.47
8386,1,3278,95,2.91,1,1,2712.77
8387,0,4368,17,2.93,1,0,2552.52
8388,0,2653,59,4.28,0,0,1715.78
8389,0,2545,97,2.01,1,0,2588.62
8390,0,4489,39,2.63,1,1,2763.48
8391,0,651,54,0.15,0,0,853.01
8392,1,2997,48,3.97,1,1,2020.0
8393,0,1139,37,1.37,0,0,935.28
8394,1,984,48,4.1,0,1,695.76
8395,1,3151,68,1.4,1,0,2328.77
8396,1,4329,78,0.15,1,1,2900.69
8397,0,4966,77,0.86,0,0,3189.01
8398,0,3697,27,4.93,0,1,2035.68
8399,0,2655,88,1.67,1,0,2431.05
8400,1,1189,27,0.63,1,0,995.98
8401,0,4675,72,0.68,0,0,3072.5
8402,0,558,63,1.62,1,0,908.01
8403,1,4821,52,0.28,0,1,2890.49
8404,1,4354,47,2.61,1,0,2870.51
8405,1,2107,21,1.15,1,1,1436.88
8406,1,2020,57,2.64,0,0,1402.56
8407,1,4627,75,0.79,0,0,3014.6
8408,1,1103,95,2.21,1,0,1743.79
8409,0,3183,91,3.03,0,0,2497.85
8410,1,2214,42,0.4,1,1,1728.68
8411,0,2689,48,2.05,1,1,1904.88
8412,0,2243,27,1.58,0,0,1323.66
8413,0,4410,72,1.28,1,1,3092.54
8414,1,2341,33,3.06,1,1,1769.99
8415,0,2186,76,2.98,0,0,1702.14
8416,1,1038,35,3.19,0,0,781.16
8417,1,4401,98,0.88,0,1,3180.22
8418,0,4070,16,1.5,1,1,2439.18
8419,1,4099,36,1.13,0,0,2312.06
8420,0,4750,66,2.75,1,0,3147.39
8421,0,3508,76,2.36,0,0,2659.56
8422,1,870,91,1.72,1,0,1433.79
8423,0,348,56,3.95,1,0,813.17
8424,0,472,17,0.56,0,0,487.72
8425,0,3026,20,4.88,1,0,1828.24
8426,1,3957,85,0.67,1,0,2835.02
8427,0,801,94,3.89,0,0,1360.65
8428,1,2285,84,1.9,1,0,2054.73
8429,1,1041,8,4.34,1,1,622.85
8430,0,4014,18,0.46,1,1,2643.82
8431,0,893,18,1.94,1,1,764.24
8432,1,777,18,1.74,1,0,690.43
8433,1,1661,2,4.97,1,1,992.42
8434,0,4153,76,4.93,0,0,2644.69
8435,0,552,96,1.03,0,0,1271.23
8436,1,2566,72,3.19,0,0,1981.6
8437,1,3756,51,2.72,1,1,2616.25
8438,1,4246,10,0.86,0,0,2221.74
8439,1,3854,75,0.92,0,0,2498.1
8440,1,309,14,4.95,1,1,389.13
8441,0,2026,26,2.32,0,0,1092.1
8442,1,4066,47,0.72,0,1,2561.6
8443,1,1977,30,1.15,1,1,1522.92
8444,0,726,56,1.41,0,0,917.27
8445,0,2826,42,2.6,0,1,1799.4
8446,1,1558,4,1.74,0,1,733.44
8447,1,2924,11,2.33,0,0,1472.75
8448,0,1350,24,0.92,0,0,993.38
8449,1,4858,86,1.7,0,0,3173.86
8450,1,4463,67,0.44,1,0,3261.88
8451,0,2263,37,4.46,1,1,1629.61
8452,1,1723,2,1.07,0,0,934.25
8453,0,1953,12,3.81,0,1,854.81
8454,0,853,21,1.81,0,0,542.58
8455,0,1968,69,2.42,1,1,1917.24
8456,0,281,71,1.53,0,0,852.17
8457,1,1613,64,3.51,1,1,1529.14
8458,0,1002,68,4.24,1,0,1402.16
8459,1,3444,43,1.5,0,1,2284.03
8460,1,3553,54,1.29,1,0,2325.13
8461,1,3707,62,3.44,0,1,2454.79
8462,1,2656,86,1.06,1,0,2272.57
8463,1,2239,93,3.24,0,0,2020.18
8464,0,4344,73,0.56,0,0,2845.4
8465,0,2264,90,3.14,1,0,2222.14
8466,0,2712,12,2.62,0,0,1485.63
8467,0,2121,1,0.66,1,1,1187.65
8468,1,2921,72,3.28,0,1,2017.38
8469,0,2381,33,2.29,1,1,1655.8
8470,1,1670,64,1.16,0,0,1239.27
8471,1,2072,68,1.83,0,0,1674.77
8472,0,4086,14,2.51,0,1,2280.08
8473,0,2344,93,0.55,1,0,2165.08
8474,0,2542,14,4.79,1,1,1581.02
8475,0,813,9,3.36,0,0,463.61
8476,1,3645,73,0.6,0,1,2421.58
8477,1,322,26,4.13,0,1,492.49
8478,0,963,49,1.68,1,1,1252.95
8479,1,4725,17,3.02,0,0,2545.95
8480,1,1525,68,1.46,0,1,1367.35
8481,1,2404,60,3.69,0,1,1526.96
8482,0,753,3,3.64,1,0,550.82
8483,1,1259,93,2.81,0,0,1440.78
8484,0,1942,25,1.28,0,0,1297.59
8485,0,543,21,1.34,1,1,595.56
8486,1,2565,12,1.98,0,0,1446.34
8487,1,4769,54,0.81,1,0,2996.18
8488,0,4536,1,1.75,1,0,2513.58
8489,1,2957,1,3.45,1,0,1494.81
8490,1,1380,45,4.17,1,0,1202.78
8491,0,3139,46,1.73,1,1,2061.63
8492,0,3895,48,1.24,0,1,2409.98
8493,0,3737,7,4.18,0,0,1754.13
8494,0,3858,10,4.46,0,0,1995.3
8495,1,199,15,2.11,0,0,226.95
8496,1,2186,40,0.23,0,1,1437.26
8497,0,2410,11,3.51,0,1,1179.45
8498,0,4345,56,3.94,0,1,2694.21
8499,0,2837,46,0.19,0,0,1969.75
8500,1,1707,45,3.02,1,1,1376.11
8501,0,3053,87,2.98,0,1,2293.95
8502,1,4081,13,1.96,0,1,1955.28
8503,0,3294,27,3.77,1,0,2063.38
8504,0,4439,81,2.2,0,1,3091.5
8505,0,4782,50,3.42,1,1,3165.6
8506,1,3192,61,2.63,0,1,2127.13
8507,1,3062,13,1.32,0,0,1444.49
8508,1,2762,12,3.07,1,1,1542.6
8509,0,955,29,3.71,0,0,810.35
8510,1,2246,85,4.87,1,0,2107.81
8511,1,1486,84,1.96,1,1,1590.43
8512,0,1816,20,0.42,1,0,1497.27
8513,0,4251,31,4.94,0,1,2228.47
8514,1,1825,8,3.16,1,1,1040.36
8515,1,2053,24,4.74,1,0,1372.01
8516,1,284,75,0.61,0,1,821.86
8517,1,621,39,1.78,1,1,782.4
8518,0,2411,33,0.76,1,1,1721.65
8519,0,1348,42,4.19,0,0,1112.74
8520,0,1758,15,4.41,0,0,1133.1
8521,1,1102,68,2.56,0,0,1160.15
8522,1,3327,65,1.01,1,1,2380.44
8523,0,3238,32,0.72,1,1,2135.11
8524,0,2028,11,2.98,0,0,1261.85
8525,1,493,94,2.58,1,0,1366.12
8526,1,1717,37,3.5,1,1,1442.45
8527,0,3741,19,1.6,0,0,2111.56
8528,0,760,51,2.07,0,1,942.67
8529,0,4264,34,0.2,0,0,2472.68
8530,1,419,71,3.09,1,1,1151.78
8531,1,2324,60,2.17,0,1,1385.46
8532,1,683,84,4.61,1,1,1296.2
8533,1,3700,53,3.24,0,0,2313.07
8534,1,681,12,2.05,1,1,482.68
8535,1,3796,62,1.39,0,0,2474.67
8536,0,1867,96,4.54,1,1,2062.17
8537,0,1656,66,0.18,1,1,1511.24
8538,1,1898,86,1.7,1,1,1961.47
8539,0,4306,48,4.72,1,0,2868.58
8540,1,1098,40,3.3,1,1,1201.29
8541,0,857,24,2.71,1,0,877.14
8542,1,382,50,1.1,1,1,810.85
8543,0,4996,95,4.18,0,1,3462.13
8544,0,230,68,1.1,1,0,889.33
8545,1,1393,88,1.32,1,0,1779.73
8546,1,160,43,1.04,1,1,635.77
8547,0,2311,17,0.87,1,0,1627.3
8548,0,1648,83,4.77,1,1,1712.24
8549,1,4467,55,3.05,0,0,2845.52
8550,0,1881,34,3.23,0,1,1338.46
8551,1,137,97,4.78,0,0,930.84
8552,1,3731,70,1.23,1,0,2720.65
8553,0,2764,60,0.13,1,0,2351.1
8554,1,573,51,3.03,1,0,1102.69
8555,0,158,77,2.59,0,1,764.47
8556,0,2736,73,2.44,0,0,2020.59
8557,1,2714,35,0.4,0,0,1781.22
8558,0,2714,34,2.33,1,0,1616.68
8559,1,4578,16,1.51,1,1,2315.45
8560,1,1511,82,1.45,1,1,1624.23
8561,1,184,18,1.19,1,0,432.99
8562,0,1633,38,1.73,0,1,1055.45
8563,1,3897,43,1.83,0,1,2171.2
8564,0,2774,32,1.61,0,0,1631.39
8565,1,2973,7,4.9,0,1,1549.76
8566,1,3220,87,4.67,0,0,2302.32
8567,1,1190,87,2.92,1,0,1672.42
8568,0,2934,46,4.91,0,1,1844.35
8569,0,4324,61,4.96,1,1,3032.91
8570,1,2176,18,1.84,1,0,1362.5
8571,1,3290,71,2.28,0,0,2306.63
8572,0,4887,40,4.8,0,0,2775.29
8573,0,4328,88,3.08,1,1,3174.28
8574,0,1308,78,1.14,1,1,1697.06
8575,1,3677,50,3.48,1,1,2493.72
8576,0,4841,5,1.11,1,1,2677.48
8577,1,2681,54,1.76,0,0,1609.51
8578,0,3887,86,1.22,1,1,2867.68
8579,1,615,58,1.3,0,1,724.98
8580,1,2312,22,0.12,0,1,1353.31
8581,1,3074,74,4.42,0,0,2140.75
8582,0,1032,90,1.55,0,1,1316.29
8583,0,1763,79,0.52,1,0,1784.95
8584,0,656,38,0.53,1,1,972.73
8585,1,1771,49,2.82,0,0,1202.77
8586,1,1092,1,4.97,1,0,365.64
8587,0,1728,78,0.81,0,0,1649.72
8588,1,1791,36,0.59,0,0,1145.48
8589,1,4952,95,2.25,1,1,3612.86
8590,1,1204,28,2.86,1,1,905.34
8591,0,1370,98,1.54,1,1,1816.64
8592,1,3002,35,1.58,1,0,2003.06
8593,0,4844,60,2.18,0,0,2764.54
8594,0,1509,62,1.64,0,0,1286.94
8595,0,3746,87,4.59,0,0,2579.19
8596,0,1430,46,0.31,1,1,1326.03
8597,0,4823,83,1.25,1,1,3369.66
8598,1,2154,82,4.06,0,0,1770.34
8599,0,1053,79,4.19,1,1,1455.89
8600,0,1942,61,0.65,0,0,1635.31
8601,0,2902,65,4.87,0,1,2058.97
8602,1,109,89,3.5,0,1,947.95
8603,1,2709,26,1.44,1,0,1837.13
8604,1,221,35,2.33,1,1,707.41
8605,1,4882,57,1.56,0,0,3056.89
8606,0,2660,79,0.84,1,1,2256.04
8607,0,3137,63,1.53,1,0,2341.78
8608,1,540,4,2.94,1,0,382.63
8609,1,2849,79,4.15,0,0,2203.73
8610,1,690,42,1.88,1,1,859.28
8611,1,1468,45,1.8,1,1,1381.51
8612,0,2089,39,2.39,1,0,1403.84
8613,1,1461,65,3.26,0,0,1062.1
8614,1,3873,22,3.78,0,1,2167.33
8615,1,2164,11,1.7,0,0,1165.67
8616,1,2515,37,2.97,1,0,1845.01
8617,1,3051,90,2.01,0,1,2190.31
8618,1,2868,51,3.61,1,0,2047.4
8619,1,3516,91,0.91,0,0,2459.61
8620,0,1676,58,1.36,1,0,1689.02
8621,0,214,77,2.19,0,1,844.97
8622,0,1468,7,4.46,0,1,711.68
8623,0,238,8,2.91,1,0,437.3
8624,0,3473,51,4.83,0,0,2149.75
8625,0,1415,23,0.61,1,1,1121.85
8626,1,173,90,2.35,1,0,953.84
8627,1,3946,91,2.15,1,0,3134.05
8628,0,583,9,3.04,1,0,541.14
8629,1,4211,46,4.08,1,1,2695.88
8630,0,1649,38,4.22,1,1,1193.05
8631,1,1459,13,3.38,0,1,890.07
8632,1,1996,7,3.24,0,0,978.32
8633,1,4324,11,4.75,0,0,2307.31
8634,1,610,74,1.98,0,1,1063.65
8635,1,522,97,4.18,0,0,860.84
8636,1,2532,50,4.62,0,1,1709.04
8637,0,2006,67,2.51,1,0,1921.91
8638,0,4427,41,3.67,1,1,2820.38
8639,1,1058,29,1.95,1,1,957.52
8640,0,924,37,0.88,0,1,801.36
8641,1,164,56,2.97,1,0,735.55
8642,0,4810,80,1.06,1,0,3529.86
8643,1,3448,16,2.34,1,1,2140.4
8644,0,900,44,4.38,1,0,990.18
8645,1,377,50,0.52,0,1,555.34
8646,0,1817,71,0.25,1,1,1945.78
8647,1,2513,79,3.07,1,1,2232.83
8648,0,1338,6,1.72,1,1,920.59
8649,1,4623,18,2.15,0,0,2306.89
8650,1,1586,19,2.09,0,1,727.98
8651,1,4781,51,0.52,1,0,3120.34
8652,0,3398,66,0.12,1,1,2505.58
8653,0,4570,3,4.5,0,1,2171.36
8654,0,3095,89,1.17,0,1,2461.25
8655,1,192,54,2.19,1,1,692.56
8656,0,3631,49,4.86,0,1,2162.85
8657,1,1940,28,4.15,0,1,1049.17
8658,0,3627,38,0.63,0,1,2251.82
8659,0,1721,28,2.59,1,0,1194.67
8660,0,1661,32,3.68,0,0,929.63
8661,0,1516,41,3.52,0,0,1002.56
8662,1,3064,36,3.83,1,0,2109.42
8663,0,4290,36,2.34,1,0,2600.16
8664,0,1230,87,0.96,1,1,1714.99
8665,1,1513,66,2.38,0,1,1288.02
8666,1,3697,10,3.27,0,0,1813.38
8667,0,3844,70,3.08,1,1,2897.82
8668,0,2218,72,0.45,1,1,2032.66
8669,1,763,79,0.42,1,1,1479.82
8670,1,2734,93,4.83,1,0,2544.3
8671,1,2874,63,0.84,1,0,2358.62
8672,0,4069,92,1.54,0,0,2871.72
8673,0,3590,22,3.86,0,1,1955.4
8674,0,1671,98,2.11,1,0,2121.59
8675,1,1623,20,0.99,0,1,1021.33
8676,1,1087,33,2.39,1,1,1092.1
8677,1,3338,15,2.89,0,1,1836.2
8678,0,3945,7,2.32,0,1,2126.45
8679,1,3793,88,4.6,1,1,2736.4
8680,0,198,90,1.5,1,0,1163.86
8681,1,2388,50,3.34,1,0,1713.06
8682,0,1614,10,0.65,1,0,1082.82
8683,0,4397,79,2.02,0,1,2969.76
8684,1,733,37,3.73,0,0,622.69
8685,0,4941,59,1.2,1,0,3177.96
8686,1,4685,88,2.99,0,1,2986.45
8687,0,678,75,0.85,1,0,1119.96
8688,1,4059,63,0.6,1,1,2980.69
8689,1,372,21,2.66,1,1,617.03
8690,0,4981,79,3.41,1,1,3446.7
8691,1,4054,79,0.66,1,1,2668.16
8692,0,4027,37,4.6,0,0,2209.57
8693,1,552,45,1.21,0,0,701.98
8694,1,1275,14,0.69,0,1,798.46
8695,1,513,43,1.09,1,0,783.71
8696,1,1650,85,0.93,1,0,1862.05
8697,0,4626,84,0.54,0,1,3132.86
8698,1,2046,33,4.01,0,1,1336.42
8699,1,291,3,2.53,1,1,271.23
8700,0,140,87,2.0,0,0,892.93
8701,0,1959,44,4.76,1,0,1474.42
8702,0,1432,87,1.92,1,1,1823.18
8703,0,3549,91,0.92,1,1,2907.73
8704,0,235,35,1.44,0,1,323.04
8705,0,4301,25,1.27,1,0,2613.91
8706,1,4714,96,2.54,1,1,3434.89
8707,0,2041,86,1.53,0,0,1946.26
8708,1,1665,8,2.63,1,1,1000.92
8709,0,4321,62,3.38,1,0,2815.51
8710,1,488,18,3.91,0,0,250.64
8711,1,1658,92,3.58,0,1,1810.83
